transaction_id,member_id,merchant_id,spend_amount,timestamp
T00607,M0206,MER015,40.89,2023-10-10
T00608,M0127,MER002,116.97,2023-04-24
T00609,M0336,MER018,5.88,2023-12-29
T00610,M0445,MER013,9.75,2023-02-09
T00611,M0356,MER014,27.99,2023-08-08
T00612,M0440,MER005,6.77,2023-05-09
T00613,M0217,MER010,41.77,2023-01-08
T00614,M0096,MER012,25.41,2023-04-11
T00615,M0417,MER010,16.75,2023-06-25
T00616,M0429,MER011,9.32,2023-04-17
T00617,M0164,MER002,20.42,2023-04-11
T00618,M0148,MER005,46.82,2023-09-17
T00619,M0018,MER007,42.88,2023-09-03
T00620,M0294,MER006,8.93,2023-10-02
T00621,M0195,MER003,6.67,2023-02-01
T00622,M0151,MER013,1.35,2023-05-17
T00623,M0480,MER003,0.63,2023-01-12
T00624,M0365,MER006,105.93,2023-10-29
T00625,M0123,MER011,2.31,2023-01-16
T00626,M0400,MER017,65.69,2023-05-09
T00627,M0187,MER010,102.78,2023-03-04
T00628,M0453,MER012,5.16,2023-04-19
T00629,M0452,MER017,28.66,2023-01-21
T00630,M0149,MER004,163.91,2023-06-07
T00631,M0104,MER002,89.83,2023-09-26
T00632,M0243,MER011,33.64,2023-06-11
T00633,M0462,MER007,71.89,2023-09-17
T00634,M0231,MER002,89.6,2023-04-12
T00635,M0479,MER018,21.39,2023-08-11
T00636,M0206,MER004,111.35,2023-02-28
T00637,M0198,MER008,31.79,2023-09-04
T00638,M0396,MER020,37.52,2023-05-08
T00639,M0400,MER014,406.88,2023-10-10
T00640,M0337,MER012,92.67,2023-11-21
T00641,M0493,MER018,22.45,2023-01-25
T00642,M0087,MER011,0.52,2023-05-11
T00643,M0142,MER008,49.2,2023-12-19
T00644,M0317,MER002,60.86,2023-07-15
T00645,M0199,MER015,52.61,2023-10-08
T00646,M0046,MER009,171.89,2023-06-03
T00647,M0288,MER019,99.38,2023-05-13
T00648,M0015,MER020,29.79,2023-08-15
T00649,M0044,MER008,3.25,2023-07-08
T00650,M0401,MER019,32.32,2023-09-22
T00651,M0169,MER005,58.44,2023-05-14
T00652,M0310,MER011,46.79,2023-07-30
T00653,M0495,MER015,38.62,2023-03-01
T00654,M0044,MER008,31.63,2023-12-30
T00655,M0098,MER019,17.39,2023-12-30
T00656,M0261,MER008,16.24,2023-08-01
T00657,M0109,MER019,34.68,2023-08-04
T00658,M0283,MER018,8.75,2023-08-14
T00659,M0372,MER010,20.83,2023-05-11
T00660,M0343,MER007,19.58,2023-03-17
T00661,M0104,MER009,44.23,2023-10-13
T00662,M0256,MER001,3.45,2023-10-04
T00663,M0379,MER019,88.5,2023-06-05
T00664,M0206,MER005,41.32,2023-09-05
T00665,M0335,MER019,55.56,2023-08-06
T00666,M0043,MER001,60.72,2023-07-09
T00667,M0353,MER015,17.23,2023-06-12
T00668,M0245,MER016,31.78,2023-06-29
T00669,M0287,MER007,156.46,2023-02-03
T00670,M0355,MER012,72.77,2023-02-10
T00671,M0273,MER008,174.59,2023-11-03
T00672,M0476,MER005,68.57,2023-12-04
T00673,M0083,MER010,9.65,2023-11-10
T00674,M0110,MER005,3.34,2023-03-16
T00675,M0438,MER017,43.1,2023-10-06
T00676,M0190,MER005,22.14,2023-06-25
T00677,M0471,MER015,16.11,2023-05-30
T00678,M0288,MER013,82.31,2023-09-30
T00679,M0424,MER001,22.86,2023-11-21
T00680,M0397,MER011,19.06,2023-04-18
T00681,M0251,MER001,94.85,2023-05-19
T00682,M0212,MER011,93.63,2023-12-16
T00683,M0291,MER018,22.03,2023-09-28
T00684,M0133,MER018,89.34,2023-12-13
T00685,M0201,MER016,95.12,2023-10-16
T00686,M0285,MER013,27.58,2023-07-31
T00687,M0326,MER007,3.44,2023-09-29
T00688,M0409,MER001,0.08,2023-03-07
T00689,M0095,MER016,37.04,2023-09-05
T00690,M0278,MER001,21.09,2023-06-05
T00691,M0450,MER017,292.71,2023-02-16
T00692,M0429,MER006,74.01,2023-07-20
T00693,M0325,MER002,71.62,2023-05-28
T00694,M0219,MER017,155.33,2023-05-04
T00695,M0089,MER006,109.34,2023-01-01
T00696,M0072,MER014,19.15,2023-09-04
T00697,M0247,MER018,9.08,2023-12-09
T00698,M0129,MER006,68.5,2023-05-08
T00699,M0212,MER010,23.76,2023-07-10
T00700,M0428,MER018,32.04,2023-03-08
T00701,M0343,MER009,49.77,2023-01-04
T00702,M0096,MER008,119.23,2023-10-30
T00703,M0075,MER010,27.16,2023-10-21
T00704,M0423,MER017,76.47,2023-05-23
T00705,M0495,MER006,15.62,2023-07-10
T00706,M0054,MER014,59.86,2023-01-21
T00707,M0344,MER006,0.08,2023-08-15
T00708,M0459,MER007,102.59,2023-11-09
T00709,M0413,MER012,1.54,2023-04-27
T00710,M0054,MER003,62.37,2023-10-29
T00711,M0218,MER014,2.37,2023-05-22
T00712,M0016,MER019,15.48,2023-02-08
T00713,M0099,MER016,34.38,2023-12-21
T00714,M0020,MER007,27.23,2023-09-09
T00715,M0046,MER008,10.65,2023-11-29
T00716,M0451,MER018,20.31,2023-07-26
T00717,M0193,MER013,65.04,2023-07-29
T00718,M0383,MER009,55.32,2023-04-25
T00719,M0058,MER010,3.73,2023-08-13
T00720,M0437,MER009,68.78,2023-05-14
T00721,M0111,MER015,2.73,2023-09-08
T00722,M0129,MER020,39.15,2023-08-07
T00723,M0337,MER002,15.06,2023-04-01
T00724,M0194,MER013,44.3,2023-12-20
T00725,M0413,MER002,15.15,2023-02-15
T00726,M0340,MER019,209.85,2023-02-07
T00727,M0326,MER002,18.53,2023-05-22
T00728,M0008,MER003,13.85,2023-04-10
T00729,M0029,MER006,16.32,2023-11-24
T00730,M0112,MER003,113.4,2023-07-09
T00731,M0435,MER010,50.56,2023-02-04
T00732,M0161,MER006,65.59,2023-05-27
T00733,M0131,MER016,125.06,2023-01-30
T00734,M0188,MER017,121.45,2023-11-30
T00735,M0163,MER019,67.15,2023-03-25
T00736,M0197,MER003,11.02,2023-10-08
T00737,M0475,MER018,92.69,2023-12-10
T00738,M0364,MER007,11.39,2023-09-27
T00739,M0204,MER009,67.91,2023-06-03
T00740,M0212,MER020,57.85,2023-04-12
T00741,M0109,MER012,71.12,2023-08-03
T00742,M0276,MER005,38.04,2023-05-30
T00743,M0073,MER003,50.91,2023-03-24
T00744,M0167,MER011,153.22,2023-04-20
T00745,M0260,MER004,5.33,2023-10-02
T00746,M0243,MER005,18.47,2023-07-20
T00747,M0275,MER001,47.25,2023-10-11
T00748,M0102,MER018,166.29,2023-06-22
T00749,M0475,MER012,5.02,2023-11-23
T00750,M0173,MER013,1.14,2023-07-25
T00751,M0171,MER009,2.87,2023-03-04
T00752,M0141,MER002,2.69,2023-03-14
T00753,M0397,MER005,119.2,2023-09-08
T00754,M0188,MER013,63.87,2023-05-04
T00755,M0441,MER016,56.52,2023-05-01
T00756,M0086,MER016,36.97,2023-10-02
T00757,M0476,MER003,76.15,2023-04-30
T00758,M0052,MER004,8.46,2023-11-13
T00759,M0111,MER011,24.87,2023-06-13
T00760,M0437,MER014,33.67,2023-10-13
T00761,M0365,MER003,5.85,2023-09-22
T00762,M0342,MER016,27.19,2023-11-16
T00763,M0043,MER015,19.03,2023-06-10
T00764,M0211,MER010,1.81,2023-11-04
T00765,M0456,MER009,7.35,2023-03-30
T00766,M0500,MER011,72.2,2023-05-22
T00767,M0200,MER016,0.91,2023-07-22
T00768,M0298,MER010,136.1,2023-11-05
T00769,M0346,MER017,4.52,2023-08-15
T00770,M0240,MER019,80.28,2023-11-30
T00771,M0115,MER002,114.44,2023-08-10
T00772,M0026,MER002,141.63,2023-02-10
T00773,M0407,MER006,101.05,2023-07-15
T00774,M0299,MER019,16.95,2023-03-09
T00775,M0077,MER008,20.25,2023-09-21
T00776,M0412,MER003,27.8,2023-01-02
T00777,M0137,MER014,7.5,2023-12-27
T00778,M0020,MER016,1.13,2023-05-05
T00779,M0440,MER001,101.67,2023-04-20
T00780,M0211,MER003,40.39,2023-03-27
T00781,M0240,MER018,46.92,2023-04-30
T00782,M0039,MER009,130.86,2023-05-07
T00783,M0435,MER006,54.7,2023-09-12
T00784,M0268,MER001,58.7,2023-07-02
T00785,M0207,MER010,77.32,2023-01-16
T00786,M0479,MER006,6.18,2023-03-03
T00787,M0439,MER012,22.33,2023-06-07
T00788,M0462,MER004,172.43,2023-09-25
T00789,M0267,MER013,128.15,2023-02-04
T00790,M0154,MER017,107.74,2023-09-24
T00791,M0042,MER008,30.08,2023-03-05
T00792,M0411,MER020,97.31,2023-02-19
T00793,M0011,MER003,2.48,2023-09-12
T00794,M0294,MER012,8.04,2023-05-29
T00795,M0098,MER007,26.72,2023-11-21
T00796,M0427,MER012,33.02,2023-10-31
T00797,M0275,MER002,15.29,2023-10-03
T00798,M0448,MER014,22.04,2023-12-23
T00799,M0390,MER005,8.88,2023-06-21
T00800,M0430,MER009,33.58,2023-07-20
T00801,M0372,MER011,78.96,2023-11-20
T00802,M0230,MER005,54.14,2023-02-04
T00803,M0369,MER003,5.7,2023-08-04
T00804,M0426,MER017,33.43,2023-03-06
T00805,M0220,MER002,59.81,2023-01-08
T00806,M0065,MER001,37.74,2023-10-28
T00807,M0355,MER007,24.85,2023-12-09
T00808,M0232,MER014,48.63,2023-11-28
T00809,M0328,MER005,173.11,2023-03-17
T00810,M0443,MER019,4.99,2023-06-23
T00811,M0052,MER011,24.72,2023-02-16
T00812,M0374,MER002,26.09,2023-01-15
T00813,M0431,MER008,43.02,2023-12-27
T00814,M0376,MER009,8.25,2023-05-27
T00815,M0263,MER003,9.72,2023-01-26
T00816,M0267,MER002,16.8,2023-11-04
T00817,M0359,MER007,156.03,2023-04-03
T00818,M0317,MER005,66.23,2023-08-20
T00819,M0324,MER005,54.19,2023-01-21
T00820,M0409,MER020,84.9,2023-11-03
T00821,M0396,MER013,6.82,2023-02-07
T00822,M0154,MER020,98.07,2023-10-03
T00823,M0358,MER006,45.17,2023-06-06
T00824,M0366,MER020,20.42,2023-06-28
T00825,M0140,MER018,84.6,2023-05-12
T00826,M0427,MER002,81.12,2023-11-07
T00827,M0051,MER006,93.45,2023-12-14
T00828,M0117,MER009,6.14,2023-01-28
T00829,M0421,MER003,174.27,2023-09-17
T00830,M0046,MER001,160.48,2023-03-17
T00831,M0309,MER001,22.12,2023-03-08
T00832,M0088,MER019,3.41,2023-12-08
T00833,M0208,MER005,9.14,2023-07-13
T00834,M0377,MER013,246.9,2023-06-11
T00835,M0269,MER019,41.39,2023-12-13
T00836,M0089,MER012,22.05,2023-12-27
T00837,M0381,MER016,17.0,2023-09-14
T00838,M0118,MER019,14.85,2023-03-13
T00839,M0054,MER003,54.55,2023-03-28
T00840,M0441,MER012,27.18,2023-09-19
T00841,M0116,MER005,168.21,2023-08-02
T00842,M0118,MER002,57.58,2023-06-02
T00843,M0260,MER007,78.52,2023-07-29
T00844,M0075,MER013,17.32,2023-03-02
T00845,M0480,MER015,4.12,2023-09-25
T00846,M0305,MER003,33.45,2023-09-19
T00847,M0007,MER020,18.89,2023-08-06
T00848,M0366,MER005,11.29,2023-10-10
T00849,M0122,MER008,152.5,2023-05-16
T00850,M0011,MER001,29.35,2023-12-28
T00851,M0348,MER008,9.6,2023-04-03
T00852,M0438,MER018,11.07,2023-04-19
T00853,M0489,MER020,16.47,2023-08-29
T00854,M0215,MER016,364.4,2023-12-21
T00855,M0429,MER018,15.6,2023-05-22
T00856,M0279,MER020,19.93,2023-10-18
T00857,M0498,MER012,53.84,2023-08-25
T00858,M0028,MER013,17.4,2023-12-06
T00859,M0235,MER013,12.15,2023-11-08
T00860,M0367,MER010,8.64,2023-06-26
T00861,M0313,MER007,18.75,2023-05-21
T00862,M0026,MER014,5.6,2023-07-08
T00863,M0409,MER016,0.94,2023-02-18
T00864,M0054,MER015,81.65,2023-10-29
T00865,M0029,MER012,7.42,2023-07-09
T00866,M0467,MER009,74.8,2023-05-16
T00867,M0353,MER008,79.86,2023-02-12
T00868,M0164,MER018,38.6,2023-12-19
T00869,M0270,MER018,18.53,2023-03-31
T00870,M0334,MER013,7.83,2023-10-22
T00871,M0035,MER018,66.74,2023-12-07
T00872,M0286,MER015,45.99,2023-09-02
T00873,M0348,MER004,53.28,2023-07-11
T00874,M0273,MER017,0.44,2023-11-14
T00875,M0451,MER005,131.22,2023-04-16
T00876,M0208,MER016,3.43,2023-12-29
T00877,M0238,MER009,22.85,2023-11-06
T00878,M0414,MER010,25.77,2023-08-21
T00879,M0500,MER018,0.07,2023-09-22
T00880,M0093,MER017,34.37,2023-12-10
T00881,M0173,MER018,69.88,2023-02-06
T00882,M0079,MER007,86.66,2023-11-01
T00883,M0110,MER004,105.76,2023-02-10
T00884,M0217,MER005,33.44,2023-01-17
T00885,M0435,MER016,49.8,2023-12-10
T00886,M0358,MER003,4.14,2023-10-04
T00887,M0106,MER018,33.48,2023-11-03
T00888,M0047,MER014,8.41,2023-02-28
T00889,M0181,MER015,23.07,2023-07-02
T00890,M0064,MER017,19.97,2023-02-10
T00891,M0246,MER001,27.54,2023-02-08
T00892,M0244,MER017,42.39,2023-07-11
T00893,M0422,MER011,116.59,2023-09-24
T00894,M0320,MER017,25.08,2023-05-27
T00895,M0087,MER014,198.51,2023-11-29
T00896,M0217,MER020,71.15,2023-05-07
T00897,M0490,MER019,35.82,2023-02-15
T00898,M0007,MER007,51.64,2023-02-14
T00899,M0278,MER013,5.39,2023-01-01
T00900,M0337,MER018,93.06,2023-06-17
T00901,M0210,MER014,43.66,2023-04-18
T00902,M0497,MER001,213.68,2023-01-19
T00903,M0169,MER007,50.59,2023-11-28
T00904,M0330,MER008,89.82,2023-03-13
T00905,M0138,MER018,80.41,2023-04-19
T00906,M0441,MER009,21.19,2023-09-25
T00907,M0391,MER001,15.03,2023-08-28
T00908,M0496,MER017,28.15,2023-10-28
T00909,M0381,MER019,31.48,2023-03-31
T00910,M0306,MER006,13.73,2023-04-13
T00911,M0230,MER003,112.5,2023-09-07
T00912,M0475,MER005,39.1,2023-01-08
T00913,M0308,MER002,191.86,2023-06-02
T00914,M0161,MER020,83.04,2023-12-13
T00915,M0001,MER004,40.56,2023-06-23
T00916,M0236,MER010,146.91,2023-12-09
T00917,M0437,MER010,35.15,2023-06-07
T00918,M0188,MER011,109.07,2023-08-03
T00919,M0418,MER016,22.17,2023-06-26
T00920,M0004,MER017,23.79,2023-06-24
T00921,M0401,MER016,27.08,2023-12-06
T00922,M0132,MER007,39.55,2023-12-04
T00923,M0427,MER016,40.31,2023-05-26
T00924,M0218,MER003,34.3,2023-11-20
T00925,M0260,MER016,18.26,2023-06-10
T00926,M0001,MER008,131.01,2023-05-07
T00927,M0071,MER012,44.41,2023-03-23
T00928,M0478,MER003,26.19,2023-05-27
T00929,M0178,MER017,52.66,2023-08-27
T00930,M0457,MER018,73.04,2023-03-25
T00931,M0189,MER011,161.86,2023-04-23
T00932,M0291,MER004,34.61,2023-08-13
T00933,M0008,MER016,5.94,2023-11-28
T00934,M0253,MER017,29.06,2023-08-31
T00935,M0408,MER009,32.6,2023-05-23
T00936,M0467,MER006,113.65,2023-02-10
T00937,M0292,MER020,25.11,2023-09-15
T00938,M0434,MER002,153.23,2023-10-12
T00939,M0244,MER009,33.19,2023-04-15
T00940,M0123,MER006,182.06,2023-07-21
T00941,M0299,MER003,0.41,2023-11-03
T00942,M0283,MER020,114.54,2023-11-27
T00943,M0032,MER006,133.77,2023-09-23
T00944,M0334,MER007,162.24,2023-07-29
T00945,M0377,MER001,0.66,2023-02-20
T00946,M0146,MER001,9.42,2023-04-28
T00947,M0156,MER005,53.03,2023-07-20
T00948,M0413,MER006,1.29,2023-02-08
T00949,M0016,MER013,3.29,2023-01-28
T00950,M0355,MER002,12.49,2023-09-16
T00951,M0047,MER015,35.92,2023-03-25
T00952,M0251,MER015,39.47,2023-06-04
T00953,M0187,MER013,1.74,2023-04-27
T00954,M0031,MER014,9.34,2023-01-02
T00955,M0260,MER007,34.63,2023-04-03
T00956,M0421,MER014,45.06,2023-06-15
T00957,M0017,MER010,8.03,2023-12-16
T00958,M0039,MER017,25.44,2023-10-23
T00959,M0304,MER014,117.38,2023-09-15
T00960,M0430,MER008,340.59,2023-03-22
T00961,M0474,MER004,217.97,2023-09-25
T00962,M0432,MER016,106.72,2023-08-23
T00963,M0039,MER013,25.1,2023-11-17
T00964,M0489,MER020,58.01,2023-11-07
T00965,M0132,MER018,26.94,2023-10-28
T00966,M0030,MER014,52.28,2023-12-23
T00967,M0158,MER018,18.51,2023-08-01
T00968,M0278,MER005,46.6,2023-03-03
T00969,M0203,MER009,37.09,2023-02-18
T00970,M0066,MER003,1.24,2023-05-07
T00971,M0108,MER008,78.2,2023-08-11
T00972,M0268,MER020,0.6,2023-10-06
T00973,M0222,MER010,17.35,2023-10-21
T00974,M0292,MER019,0.3,2023-10-11
T00975,M0018,MER003,23.6,2023-10-04
T00976,M0090,MER011,3.26,2023-04-17
T00977,M0181,MER011,122.39,2023-05-26
T00978,M0255,MER017,26.87,2023-04-09
T00979,M0455,MER016,30.76,2023-03-14
T00980,M0253,MER007,21.53,2023-05-02
T00981,M0257,MER004,49.38,2023-01-30
T00982,M0383,MER019,76.72,2023-07-07
T00983,M0442,MER012,52.23,2023-12-30
T00984,M0346,MER015,68.96,2023-12-20
T00985,M0087,MER011,118.21,2023-10-15
T00986,M0090,MER005,99.59,2023-07-14
T00987,M0237,MER005,56.05,2023-06-05
T00988,M0390,MER015,12.08,2023-06-21
T00989,M0070,MER018,50.76,2023-12-01
T00990,M0044,MER011,35.27,2023-02-10
T00991,M0200,MER012,63.15,2023-03-04
T00992,M0152,MER002,89.47,2023-01-23
T00993,M0086,MER020,67.88,2023-12-26
T00994,M0019,MER015,93.72,2023-03-16
T00995,M0101,MER020,3.3,2023-02-17
T00996,M0402,MER004,1.61,2023-06-09
T00997,M0095,MER018,14.95,2023-11-09
T00998,M0254,MER006,115.46,2023-04-28
T00999,M0357,MER019,86.77,2023-04-10
T01000,M0030,MER011,57.4,2023-06-16
T01001,M0249,MER002,60.33,2023-10-17
T01002,M0426,MER008,64.85,2023-06-05
T01003,M0033,MER011,142.89,2023-01-07
T01004,M0458,MER005,89.25,2023-07-15
T01005,M0229,MER018,48.83,2023-02-25
T01006,M0012,MER018,54.79,2023-11-17
T01007,M0118,MER014,12.02,2023-07-12
T01008,M0350,MER010,53.55,2023-02-16
T01009,M0155,MER003,27.64,2023-05-28
T01010,M0423,MER009,8.3,2023-10-02
T01011,M0393,MER003,82.1,2023-06-06
T01012,M0246,MER011,35.69,2023-07-21
T01013,M0405,MER012,189.55,2023-05-06
T01014,M0332,MER012,16.54,2023-11-01
T01015,M0247,MER003,32.76,2023-10-21
T01016,M0029,MER007,29.71,2023-03-05
T01017,M0161,MER014,6.44,2023-11-21
T01018,M0235,MER011,27.77,2023-06-25
T01019,M0190,MER007,16.95,2023-04-26
T01020,M0117,MER010,8.74,2023-07-23
T01021,M0271,MER011,16.58,2023-11-17
T01022,M0258,MER015,13.28,2023-01-31
T01023,M0180,MER019,66.23,2023-04-23
T01024,M0487,MER016,1.56,2023-12-31
T01025,M0373,MER020,48.05,2023-11-21
T01026,M0172,MER012,71.49,2023-12-10
T01027,M0438,MER018,32.77,2023-03-08
T01028,M0274,MER013,134.09,2023-03-16
T01029,M0259,MER005,61.53,2023-02-14
T01030,M0135,MER004,68.9,2023-09-17
T01031,M0171,MER014,10.97,2023-06-03
T01032,M0210,MER008,75.1,2023-06-04
T01033,M0236,MER009,89.22,2023-12-29
T01034,M0422,MER019,22.41,2023-08-22
T01035,M0421,MER003,12.0,2023-02-20
T01036,M0186,MER005,24.31,2023-11-02
T01037,M0417,MER018,67.28,2023-09-19
T01038,M0364,MER001,27.03,2023-11-11
T01039,M0443,MER008,66.71,2023-05-05
T01040,M0095,MER019,6.03,2023-09-02
T01041,M0378,MER017,82.0,2023-01-30
T01042,M0011,MER017,14.6,2023-05-02
T01043,M0068,MER011,14.31,2023-05-05
T01044,M0379,MER002,44.63,2023-02-06
T01045,M0210,MER006,3.63,2023-06-19
T01046,M0196,MER014,1.33,2023-05-04
T01047,M0369,MER003,15.12,2023-12-23
T01048,M0098,MER012,38.62,2023-02-04
T01049,M0093,MER004,119.09,2023-03-28
T01050,M0472,MER012,93.68,2023-05-14
T01051,M0022,MER013,33.71,2023-07-15
T01052,M0450,MER002,1.89,2023-10-01
T01053,M0172,MER002,38.31,2023-07-20
T01054,M0383,MER015,61.0,2023-10-12
T01055,M0134,MER017,20.71,2023-03-18
T01056,M0426,MER007,5.89,2023-02-28
T01057,M0025,MER014,16.33,2023-05-06
T01058,M0185,MER012,73.83,2023-04-19
T01059,M0085,MER017,21.63,2023-08-12
T01060,M0055,MER014,83.56,2023-10-05
T01061,M0251,MER006,19.25,2023-03-09
T01062,M0144,MER019,8.93,2023-03-10
T01063,M0351,MER006,28.62,2023-06-14
T01064,M0398,MER018,30.1,2023-11-01
T01065,M0167,MER005,0.81,2023-06-11
T01066,M0412,MER006,6.22,2023-12-31
T01067,M0224,MER002,10.22,2023-12-08
T01068,M0220,MER008,6.03,2023-11-05
T01069,M0179,MER015,20.89,2023-12-09
T01070,M0119,MER015,167.08,2023-02-11
T01071,M0433,MER011,35.59,2023-12-20
T01072,M0265,MER001,49.38,2023-04-19
T01073,M0442,MER018,22.03,2023-02-20
T01074,M0429,MER012,19.54,2023-09-07
T01075,M0150,MER012,1.17,2023-12-07
T01076,M0416,MER011,34.69,2023-01-21
T01077,M0453,MER008,33.04,2023-10-27
T01078,M0215,MER007,8.59,2023-05-19
T01079,M0197,MER002,72.26,2023-12-25
T01080,M0042,MER011,33.93,2023-11-20
T01081,M0053,MER010,20.7,2023-04-02
T01082,M0480,MER003,7.94,2023-10-07
T01083,M0443,MER020,40.17,2023-05-05
T01084,M0330,MER010,69.88,2023-04-21
T01085,M0251,MER018,16.56,2023-12-20
T01086,M0295,MER014,12.35,2023-05-19
T01087,M0378,MER018,36.9,2023-09-30
T01088,M0271,MER008,8.44,2023-04-09
T01089,M0455,MER010,54.92,2023-09-09
T01090,M0413,MER013,46.49,2023-12-04
T01091,M0123,MER008,4.56,2023-04-14
T01092,M0367,MER004,1.86,2023-08-02
T01093,M0387,MER004,48.42,2023-09-06
T01094,M0339,MER005,17.43,2023-06-01
T01095,M0266,MER001,4.52,2023-09-07
T01096,M0348,MER017,71.24,2023-10-02
T01097,M0029,MER002,18.85,2023-06-14
T01098,M0463,MER008,30.77,2023-12-07
T01099,M0035,MER007,13.51,2023-01-08
T01100,M0006,MER015,49.35,2023-10-11
T01101,M0396,MER005,17.94,2023-01-05
T01102,M0111,MER002,172.13,2023-05-25
T01103,M0294,MER007,60.69,2023-04-11
T01104,M0077,MER008,7.35,2023-06-13
T01105,M0349,MER007,26.95,2023-05-27
T01106,M0147,MER007,24.34,2023-03-05
T01107,M0067,MER014,38.21,2023-04-01
T01108,M0392,MER018,92.24,2023-04-27
T01109,M0008,MER006,43.78,2023-12-20
T01110,M0122,MER004,3.18,2023-09-24
T01111,M0340,MER010,53.27,2023-11-06
T01112,M0175,MER018,0.41,2023-06-22
T01113,M0388,MER012,75.7,2023-02-16
T01114,M0179,MER016,54.93,2023-05-20
T01115,M0085,MER007,18.47,2023-09-03
T01116,M0451,MER006,17.3,2023-05-29
T01117,M0045,MER005,80.04,2023-09-03
T01118,M0136,MER003,76.47,2023-01-05
T01119,M0343,MER012,21.72,2023-07-03
T01120,M0016,MER015,17.76,2023-01-20
T01121,M0333,MER010,41.03,2023-02-15
T01122,M0195,MER020,0.42,2023-01-12
T01123,M0496,MER019,4.31,2023-03-11
T01124,M0009,MER016,6.74,2023-01-17
T01125,M0316,MER011,10.25,2023-05-27
T01126,M0334,MER008,35.87,2023-06-03
T01127,M0333,MER003,242.95,2023-10-31
T01128,M0327,MER007,52.87,2023-04-18
T01129,M0015,MER007,3.16,2023-08-24
T01130,M0327,MER014,37.28,2023-11-04
T01131,M0102,MER002,34.32,2023-12-18
T01132,M0226,MER010,7.78,2023-03-11
T01133,M0425,MER019,126.46,2023-07-02
T01134,M0278,MER009,29.06,2023-09-07
T01135,M0408,MER016,260.69,2023-08-16
T01136,M0113,MER019,27.24,2023-04-12
T01137,M0485,MER018,46.82,2023-03-16
T01138,M0428,MER009,5.53,2023-08-04
T01139,M0001,MER016,30.28,2023-07-22
T01140,M0266,MER013,13.64,2023-07-11
T01141,M0491,MER010,90.26,2023-09-06
T01142,M0208,MER020,76.61,2023-08-30
T01143,M0110,MER014,86.91,2023-06-28
T01144,M0200,MER012,64.3,2023-08-07
T01145,M0440,MER019,89.39,2023-03-23
T01146,M0369,MER007,11.21,2023-04-02
T01147,M0473,MER015,30.08,2023-06-24
T01148,M0306,MER016,58.86,2023-08-27
T01149,M0012,MER008,50.72,2023-09-17
T01150,M0345,MER010,63.0,2023-12-31
T01151,M0465,MER004,12.7,2023-06-12
T01152,M0188,MER019,5.18,2023-02-17
T01153,M0154,MER019,124.33,2023-11-25
T01154,M0494,MER015,41.07,2023-11-24
T01155,M0368,MER014,8.35,2023-04-26
T01156,M0334,MER001,78.86,2023-12-03
T01157,M0425,MER016,123.21,2023-12-03
T01158,M0420,MER010,9.29,2023-08-13
T01159,M0377,MER019,85.03,2023-12-18
T01160,M0279,MER003,135.32,2023-11-24
T01161,M0171,MER005,139.32,2023-05-27
T01162,M0134,MER009,122.76,2023-03-04
T01163,M0495,MER018,39.53,2023-10-21
T01164,M0453,MER011,22.02,2023-11-19
T01165,M0427,MER016,0.36,2023-11-21
T01166,M0025,MER002,3.14,2023-01-13
T01167,M0018,MER012,28.0,2023-07-08
T01168,M0190,MER006,25.49,2023-10-14
T01169,M0141,MER011,10.21,2023-07-27
T01170,M0043,MER008,25.17,2023-04-24
T01171,M0334,MER012,9.6,2023-01-22
T01172,M0284,MER002,94.45,2023-12-15
T01173,M0146,MER009,17.7,2023-08-02
T01174,M0315,MER015,45.64,2023-06-20
T01175,M0444,MER002,34.94,2023-11-19
T01176,M0319,MER001,2.66,2023-02-23
T01177,M0441,MER010,142.57,2023-10-25
T01178,M0092,MER002,37.46,2023-11-16
T01179,M0179,MER012,19.66,2023-05-06
T01180,M0056,MER008,8.61,2023-10-04
T01181,M0155,MER005,20.66,2023-07-23
T01182,M0160,MER001,1.04,2023-07-13
T01183,M0111,MER015,22.59,2023-06-18
T01184,M0137,MER006,37.91,2023-06-01
T01185,M0232,MER012,102.73,2023-02-04
T01186,M0480,MER008,58.14,2023-07-03
T01187,M0468,MER013,5.92,2023-10-13
T01188,M0220,MER019,7.99,2023-02-26
T01189,M0481,MER001,27.94,2023-08-10
T01190,M0068,MER011,10.89,2023-10-30
T01191,M0302,MER020,1.41,2023-06-12
T01192,M0249,MER001,81.74,2023-01-19
T01193,M0482,MER008,0.99,2023-09-21
T01194,M0496,MER005,88.8,2023-10-09
T01195,M0323,MER017,7.78,2023-04-23
T01196,M0410,MER008,183.8,2023-11-23
T01197,M0392,MER010,46.3,2023-01-30
T01198,M0006,MER002,66.4,2023-05-15
T01199,M0464,MER009,5.85,2023-03-08
T01200,M0280,MER003,99.06,2023-03-06
T01201,M0432,MER018,91.38,2023-10-19
T01202,M0487,MER007,52.92,2023-01-25
T01203,M0094,MER015,34.89,2023-02-06
T01204,M0429,MER020,63.91,2023-01-01
T01205,M0269,MER018,0.3,2023-02-06
T01206,M0197,MER003,44.88,2023-05-21
T01207,M0025,MER014,94.0,2023-08-20
T01208,M0148,MER002,22.07,2023-05-16
T01209,M0118,MER014,5.73,2023-07-07
T01210,M0338,MER011,27.31,2023-05-08
T01211,M0367,MER016,64.93,2023-07-20
T01212,M0338,MER008,5.68,2023-05-07
T01213,M0066,MER007,11.54,2023-09-14
